模型名称,输入 token,输出 token,最大并发,平均时延 (s),最大时延 (s),吞吐 (r/s),kv cache usage (%)
llama3.1-8b,3500,490 - 500,8,1.255526065826416,1.255526065826416,6.371831073641802,92
llama3.1-8b,3500,490 - 500,8,1.325883388519287,1.325883388519287,6.033713122338908,92
llama3.1-8b,3500,490 - 500,8,1.2578039169311523,1.2578039169311523,6.360291848604485,92
llama3.1-8b,3500,490 - 500,8,1.3693757057189941,1.3693757057189941,5.842078230677811,92
llama3.1-8b,3500,490 - 500,8,1.3133833408355713,1.3133833408355713,6.091138627440196,92
llama3.1-8b,3500,490 - 500,8,1.307222843170166,1.307222843170166,6.1198440968175545,92
llama3.1-8b,3500,490 - 500,8,1.2578768730163574,1.2578768730163574,6.359922955588013,92
llama3.1-8b,3500,490 - 500,8,1.2466163635253906,1.2466163635253906,6.417371241122056,92
llama3.1-8b,3500,490 - 500,8,1.3144521713256836,1.3144521713256836,6.086185693566654,92
llama3.1-8b,3500,490 - 500,8,1.3417565822601318,1.3417565822601318,5.9623333365910085,91
llama3.1-8b,3500,490 - 500,8,1.3884360790252686,1.3884360790252686,5.761878505502597,92
llama3.1-8b,3500,490 - 500,8,1.2584021091461182,1.2584021091461182,6.357268429427821,92
llama3.1-8b,3500,490 - 500,8,1.2524819374084473,1.2524819374084473,6.387317661884267,92
llama3.1-8b,3500,490 - 500,8,1.3159189224243164,1.3159189224243164,6.079401902103213,92
llama3.1-8b,3500,490 - 500,8,1.2671551704406738,1.2671551704406738,6.313354659806873,92
llama3.1-8b,3500,490 - 500,8,1.2493360042572021,1.2493360042572021,6.403401465049775,92
llama3.1-8b,3500,490 - 500,8,1.3045518398284912,1.3045518398284912,6.132374165408219,91
llama3.1-8b,3500,490 - 500,8,1.2924940586090088,1.2924940586090088,6.189583578132387,92
llama3.1-8b,3500,490 - 500,8,1.249415636062622,1.249415636062622,6.402993342720605,92
llama3.1-8b,3500,490 - 500,8,1.274155855178833,1.274155855178833,6.278666748250486,92
llama3.1-8b,3500,490 - 500,8,1.2665386199951172,1.2665386199951172,6.31642799809045,92
llama3.1-8b,3500,490 - 500,8,1.2644968032836914,1.2644968032836914,6.326627302833276,92
llama3.1-8b,3500,490 - 500,8,1.2925550937652588,1.2925550937652588,6.1892913026211644,92
llama3.1-8b,3500,490 - 500,8,1.3161075115203857,1.3161075115203857,6.078530765893349,92
llama3.1-8b,3500,490 - 500,8,1.2540931701660156,1.2540931701660156,6.379111369325908,91
llama3.1-8b,3500,490 - 500,8,1.2935256958007812,1.2935256958007812,6.184647143826123,91
llama3.1-8b,3500,490 - 500,8,1.2646288871765137,1.2646288871765137,6.325966519601873,92
llama3.1-8b,3500,490 - 500,8,1.4996514320373535,1.4996514320373535,5.33457297415546,42
llama3.1-8b,3500,490 - 500,8,1.3316776752471924,1.3316776752471924,6.007459724452467,92
llama3.1-8b,3500,490 - 500,8,1.2723746299743652,1.2723746299743652,6.287456391802764,92
llama3.1-8b,3500,490 - 500,8,1.3215110301971436,1.3215110301971436,6.053676297205447,92
llama3.1-8b,3500,490 - 500,8,1.2565014362335205,1.2565014362335205,6.366884883140875,92
llama3.1-8b,3500,490 - 500,8,1.2761270999908447,1.2761270999908447,6.268968036222563,92
llama3.1-8b,3500,490 - 500,8,1.3456969261169434,1.3456969261169434,5.944874989856956,92
llama3.1-8b,3500,490 - 500,8,1.450582504272461,1.450582504272461,5.515025844057313,92
llama3.1-8b,3500,490 - 500,8,1.2741737365722656,1.2741737365722656,6.278578635219166,92
llama3.1-8b,3500,490 - 500,8,1.2493765354156494,1.2493765354156494,6.403193731614718,91
llama3.1-8b,3500,490 - 500,8,1.2552754878997803,1.2552754878997803,6.373103017716786,92
llama3.1-8b,3500,490 - 500,8,1.2665677070617676,1.2665677070617676,6.316282939629581,92
llama3.1-8b,3500,490 - 500,8,1.265486717224121,1.265486717224121,6.321678363837918,92
llama3.1-8b,3500,490 - 500,8,1.2527649402618408,1.2527649402618408,6.385874750236798,91
llama3.1-8b,3500,490 - 500,8,1.2556028366088867,1.2556028366088867,6.371441483523787,92
llama3.1-8b,3500,490 - 500,8,1.2562830448150635,1.2562830448150635,6.367991698222493,92
llama3.1-8b,3500,490 - 500,8,1.25510835647583,1.25510835647583,6.3739516661835385,92
llama3.1-8b,3500,490 - 500,8,1.314584732055664,1.314584732055664,6.085571971834868,92
llama3.1-8b,3500,490 - 500,8,1.257004976272583,1.257004976272583,6.3643343908808765,92
llama3.1-8b,3500,490 - 500,8,1.2559731006622314,1.2559731006622314,6.369563166425997,92
llama3.1-8b,3500,490 - 500,8,1.2547101974487305,1.2547101974487305,6.3759743216137315,92
llama3.1-8b,3500,490 - 500,8,1.2477431297302246,1.2477431297302246,6.411576076343282,92
llama3.1-8b,3500,490 - 500,8,1.2636816501617432,1.2636816501617432,6.330708370241865,91
llama3.1-8b,3500,490 - 500,8,1.320174217224121,1.320174217224121,6.05980627073697,92
llama3.1-8b,3500,490 - 500,8,1.2720961570739746,1.2720961570739746,6.288832770630551,92
llama3.1-8b,3500,490 - 500,8,1.244995355606079,1.244995355606079,6.425726782013176,92
llama3.1-8b,3500,490 - 500,8,1.2549641132354736,1.2549641132354736,6.374684276329526,92
llama3.1-8b,3500,490 - 500,8,1.3032374382019043,1.3032374382019043,6.138559072579834,92
llama3.1-8b,3500,490 - 500,8,1.2732510566711426,1.2732510566711426,6.283128498566213,92
llama3.1-8b,3500,490 - 500,8,1.2503159046173096,1.2503159046173096,6.398382977019396,92
llama3.1-8b,3500,490 - 500,8,1.2478413581848145,1.2478413581848145,6.411071365383565,92
llama3.1-8b,3500,490 - 500,8,1.2549104690551758,1.2549104690551758,6.374956777612361,91
llama3.1-8b,3500,490 - 500,8,1.248225212097168,1.248225212097168,6.4090998342831424,92
llama3.1-8b,3500,490 - 500,8,1.2669930458068848,1.2669930458068848,6.314162517683906,92
llama3.1-8b,3500,490 - 500,8,1.2839674949645996,1.2839674949645996,6.230687327657441,92
llama3.1-8b,3500,490 - 500,8,1.2540340423583984,1.2540340423583984,6.3794121449484775,92
llama3.1-8b,3500,490 - 500,8,1.3087103366851807,1.3087103366851807,6.112888219606425,91
llama3.1-8b,3500,490 - 500,8,1.2848894596099854,1.2848894596099854,6.226216535723093,92
llama3.1-8b,3500,490 - 500,8,1.2741069793701172,1.2741069793701172,6.278907603155094,92
llama3.1-8b,3500,490 - 500,8,1.2578797340393066,1.2578797340393066,6.359908490067154,91
llama3.1-8b,3500,490 - 500,8,1.2560603618621826,1.2560603618621826,6.369120659248839,92
llama3.1-8b,3500,490 - 500,8,1.2559890747070312,1.2559890747070312,6.3694821564160975,92
llama3.1-8b,3500,490 - 500,8,1.2560534477233887,1.2560534477233887,6.369155719050086,91
llama3.1-8b,3500,490 - 500,8,1.2777891159057617,1.2777891159057617,6.260814011026533,92
llama3.1-8b,3500,490 - 500,8,1.2766945362091064,1.2766945362091064,6.266181747557586,92
llama3.1-8b,3500,490 - 500,8,1.250335931777954,1.250335931777954,6.398280491406938,91
llama3.1-8b,3500,490 - 500,8,1.2560758590698242,1.2560758590698242,6.369042078337792,92
llama3.1-8b,3500,490 - 500,8,1.2491283416748047,1.2491283416748047,6.404466004889274,92
llama3.1-8b,3500,490 - 500,8,1.2526445388793945,1.2526445388793945,6.386488546189435,92
llama3.1-8b,3500,490 - 500,8,1.2678253650665283,1.2678253650665283,6.310017310294312,92
llama3.1-8b,3500,490 - 500,8,1.2919573783874512,1.2919573783874512,6.192154736548006,92
llama3.1-8b,3500,490 - 500,8,1.3206896781921387,1.3206896781921387,6.057441147682031,92
llama3.1-8b,3500,490 - 500,8,1.3245253562927246,1.3245253562927246,6.039899471907107,92
llama3.1-8b,3500,490 - 500,8,1.2531871795654297,1.2531871795654297,6.383723142439246,92
llama3.1-8b,3500,490 - 500,8,1.2726891040802002,1.2726891040802002,6.285902797747116,92
llama3.1-8b,3500,490 - 500,8,1.3335015773773193,1.3335015773773193,5.999242997322956,92
llama3.1-8b,3500,490 - 500,8,1.3036210536956787,1.3036210536956787,6.1367526838574245,92
llama3.1-8b,3500,490 - 500,8,1.3027434349060059,1.3027434349060059,6.14088682824735,92
llama3.1-8b,3500,490 - 500,8,1.2564504146575928,1.2564504146575928,6.367143427765238,92
llama3.1-8b,3500,490 - 500,8,1.3306620121002197,1.3306620121002197,6.012045077752978,92
llama3.1-8b,3500,490 - 500,8,1.2719364166259766,1.2719364166259766,6.289622575019382,91
llama3.1-8b,3500,490 - 500,8,1.2468180656433105,1.2468180656433105,6.416333080538342,92
llama3.1-8b,3500,490 - 500,8,1.3758869171142578,1.3758869171142578,5.814431331885145,92
llama3.1-8b,3500,490 - 500,8,1.2949120998382568,1.2949120998382568,6.178025520805044,92
llama3.1-8b,3500,490 - 500,8,1.279719352722168,1.279719352722168,6.251370648558779,92
llama3.1-8b,3500,490 - 500,8,1.296565055847168,1.296565055847168,6.170149321796157,92
llama3.1-8b,3500,490 - 500,8,1.2559540271759033,1.2559540271759033,6.369659897495241,91
llama3.1-8b,3500,490 - 500,12,1.3903300762176514,1.3903300762176514,8.63104395514885,90
llama3.1-8b,3500,490 - 500,12,1.340264081954956,1.340264081954956,8.953459367870533,90
llama3.1-8b,3500,490 - 500,12,1.3872005939483643,1.3872005939483643,8.650515327307216,90
llama3.1-8b,3500,490 - 500,12,1.3415231704711914,1.3415231704711914,8.945056085602433,90
llama3.1-8b,3500,490 - 500,12,1.3365464210510254,1.3365464210510254,8.97836379716876,90
llama3.1-8b,3500,490 - 500,12,1.3010637760162354,1.3010637760162354,9.22322196744509,90
llama3.1-8b,3500,490 - 500,12,1.3456854820251465,1.3456854820251465,8.917388320145196,90
llama3.1-8b,3500,490 - 500,12,1.3003311157226562,1.3003311157226562,9.228418711899412,90
llama3.1-8b,3500,490 - 500,12,1.3520455360412598,1.3520455360412598,8.875440715654863,90
llama3.1-8b,3500,490 - 500,12,1.3692522048950195,1.3692522048950195,8.763907742562328,89
llama3.1-8b,3500,490 - 500,12,1.3142728805541992,1.3142728805541992,9.130523940309772,90
llama3.1-8b,3500,490 - 500,12,1.3339204788208008,1.3339204788208008,8.996038512436755,90
llama3.1-8b,3500,490 - 500,12,1.3671469688415527,1.3671469688415527,8.777403068938638,90
llama3.1-8b,3500,490 - 500,12,1.3116323947906494,1.3116323947906494,9.148904866683571,90
llama3.1-8b,3500,490 - 500,12,1.3229856491088867,1.3229856491088867,9.070393173261364,89
llama3.1-8b,3500,490 - 500,12,1.4534831047058105,1.4534831047058105,8.256029919542021,90
llama3.1-8b,3500,490 - 500,12,1.3380937576293945,1.3380937576293945,8.967981452405507,90
llama3.1-8b,3500,490 - 500,12,1.3702080249786377,1.3702080249786377,8.757794277396009,90
llama3.1-8b,3500,490 - 500,12,1.3015646934509277,1.3015646934509277,9.219672337748788,90
llama3.1-8b,3500,490 - 500,12,1.3033943176269531,1.3033943176269531,9.20673033303383,90
llama3.1-8b,3500,490 - 500,12,1.303084373474121,1.303084373474121,9.208920192947366,90
llama3.1-8b,3500,490 - 500,12,1.3794994354248047,1.3794994354248047,8.698807474542173,90
llama3.1-8b,3500,490 - 500,12,1.3107051849365234,1.3107051849365234,9.155376920692621,90
llama3.1-8b,3500,490 - 500,12,1.4747366905212402,1.4747366905212402,8.137045804263977,90
llama3.1-8b,3500,490 - 500,12,1.3758304119110107,1.3758304119110107,8.722005194907819,89
llama3.1-8b,3500,490 - 500,12,1.2955880165100098,1.2955880165100098,9.262203607227706,90
llama3.1-8b,3500,490 - 500,12,1.3817789554595947,1.3817789554595947,8.68445705630874,90
llama3.1-8b,3500,490 - 500,12,1.5061919689178467,1.5061919689178467,7.967111927055113,90
llama3.1-8b,3500,490 - 500,12,1.3118832111358643,1.3118832111358643,9.147155705735477,90
llama3.1-8b,3500,490 - 500,12,1.3650262355804443,1.3650262355804443,8.79103982561719,90
llama3.1-8b,3500,490 - 500,12,1.3120644092559814,1.3120644092559814,9.145892469413688,90
llama3.1-8b,3500,490 - 500,12,1.3481171131134033,1.3481171131134033,8.901303813499297,90
llama3.1-8b,3500,490 - 500,12,1.349039077758789,1.349039077758789,8.89522045568618,91
llama3.1-8b,3500,490 - 500,12,1.3248534202575684,1.3248534202575684,9.057605782281218,90
llama3.1-8b,3500,490 - 500,12,1.3153278827667236,1.3153278827667236,9.12320050173241,90
llama3.1-8b,3500,490 - 500,12,1.356534719467163,1.356534719467163,8.84606919955098,90
llama3.1-8b,3500,490 - 500,12,1.3756892681121826,1.3756892681121826,8.72290006046732,90
llama3.1-8b,3500,490 - 500,12,1.3497774600982666,1.3497774600982666,8.890354413776013,90
llama3.1-8b,3500,490 - 500,12,1.323561668395996,1.323561668395996,9.066445702180703,90
llama3.1-8b,3500,490 - 500,12,1.4393830299377441,1.4393830299377441,8.336905292345305,90
llama3.1-8b,3500,490 - 500,12,1.3212227821350098,1.3212227821350098,9.082495520254945,90
llama3.1-8b,3500,490 - 500,12,1.3919646739959717,1.3919646739959717,8.620908435521638,90
llama3.1-8b,3500,490 - 500,12,1.3350486755371094,1.3350486755371094,8.988436316879778,90
llama3.1-8b,3500,490 - 500,12,1.6058857440948486,1.6058857440948486,7.472511692769123,90
llama3.1-8b,3500,490 - 500,12,1.322234869003296,1.322234869003296,9.07554344641178,90
llama3.1-8b,3500,490 - 500,12,1.3102257251739502,1.3102257251739502,9.158727209700327,90
llama3.1-8b,3500,490 - 500,12,1.3198742866516113,1.3198742866516113,9.09177496778333,90
llama3.1-8b,3500,490 - 500,12,1.3120458126068115,1.3120458126068115,9.146022101284744,90
llama3.1-8b,3500,490 - 500,12,1.3023881912231445,1.3023881912231445,9.213842755077607,90
llama3.1-8b,3500,490 - 500,12,1.3103539943695068,1.3103539943695068,9.157830671378195,90
llama3.1-8b,3500,490 - 500,12,1.369051456451416,1.369051456451416,8.765192822703701,90
llama3.1-8b,3500,490 - 500,12,1.3138325214385986,1.3138325214385986,9.133584231010234,90
llama3.1-8b,3500,490 - 500,12,1.3044869899749756,1.3044869899749756,9.199018535424566,90
llama3.1-8b,3500,490 - 500,12,1.3158793449401855,1.3158793449401855,9.119377126894161,90
llama3.1-8b,3500,490 - 500,12,1.4081969261169434,1.4081969261169434,8.52153543119115,90
llama3.1-8b,3500,490 - 500,12,1.2962169647216797,1.2962169647216797,9.257709416398981,90
llama3.1-8b,3500,490 - 500,12,1.3708109855651855,1.3708109855651855,8.753942101691283,90
llama3.1-8b,3500,490 - 500,12,1.3209936618804932,1.3209936618804932,9.084070837188928,90
llama3.1-8b,3500,490 - 500,12,1.3030993938446045,1.3030993938446045,9.208814044948445,90
llama3.1-8b,3500,490 - 500,12,1.3029882907867432,1.3029882907867432,9.209599261060443,90
llama3.1-8b,3500,490 - 500,12,1.3027396202087402,1.3027396202087402,9.211357215095077,90
llama3.1-8b,3500,490 - 500,12,1.3397822380065918,1.3397822380065918,8.956679421167964,90
llama3.1-8b,3500,490 - 500,12,1.3209712505340576,1.3209712505340576,9.084224955803164,90
llama3.1-8b,3500,490 - 500,12,1.3750622272491455,1.3750622272491455,8.726877782110538,90
llama3.1-8b,3500,490 - 500,12,1.3362607955932617,1.3362607955932617,8.980282920500068,90
llama3.1-8b,3500,490 - 500,12,1.3032798767089844,1.3032798767089844,9.207538775402682,90
llama3.1-8b,3500,490 - 500,12,1.302342414855957,1.302342414855957,9.214166614797104,90
llama3.1-8b,3500,490 - 500,12,1.3364412784576416,1.3364412784576416,8.979070157013515,90
llama3.1-8b,3500,490 - 500,12,1.510699987411499,1.510699987411499,7.94333759184134,90
llama3.1-8b,3500,490 - 500,12,1.3027677536010742,1.3027677536010742,9.21115829496849,91
llama3.1-8b,3500,490 - 500,12,1.2958614826202393,1.2958614826202393,9.260249001101515,90
llama3.1-8b,3500,490 - 500,12,1.3114745616912842,1.3114745616912842,9.150005917403949,90
llama3.1-8b,3500,490 - 500,12,1.348409652709961,1.348409652709961,8.89937266162627,90
llama3.1-8b,3500,490 - 500,12,1.427699327468872,1.427699327468872,8.405131086861589,90
llama3.1-8b,3500,490 - 500,12,1.3289821147918701,1.3289821147918701,9.029466887806313,91
llama3.1-8b,3500,490 - 500,12,1.386794090270996,1.386794090270996,8.653051007489552,90
llama3.1-8b,3500,490 - 500,12,1.3684253692626953,1.3684253692626953,8.769203107119809,90
llama3.1-8b,3500,490 - 500,12,1.364551305770874,1.364551305770874,8.794099532388676,90
llama3.1-8b,3500,490 - 500,12,1.3850069046020508,1.3850069046020508,8.664216734318677,91
llama3.1-8b,3500,490 - 500,12,1.3170397281646729,1.3170397281646729,9.111342462480076,90
llama3.1-8b,3500,490 - 500,12,1.466937780380249,1.466937780380249,8.180306050123985,90
llama3.1-8b,3500,490 - 500,12,1.3252358436584473,1.3252358436584473,9.054992028341754,91
llama3.1-8b,3500,490 - 500,12,1.3643982410430908,1.3643982410430908,8.795086096582715,90
llama3.1-8b,3500,490 - 500,12,1.209672212600708,1.209672212600708,3.3066808994481973,94
llama3.1-8b,3500,490 - 500,16,1.441338300704956,1.441338300704956,11.100794304969504,89
llama3.1-8b,3500,490 - 500,16,1.4228134155273438,1.4228134155273438,11.245325511686891,89
llama3.1-8b,3500,490 - 500,16,1.370117425918579,1.370117425918579,11.67783118244262,89
llama3.1-8b,3500,490 - 500,16,1.3633956909179688,1.3633956909179688,11.735404553924669,88
llama3.1-8b,3500,490 - 500,16,1.3682115077972412,1.3682115077972412,11.694098396935193,89
llama3.1-8b,3500,490 - 500,16,1.3257074356079102,1.3257074356079102,12.069027879188981,89
llama3.1-8b,3500,490 - 500,16,1.3878111839294434,1.3878111839294434,11.528945857532046,89
llama3.1-8b,3500,490 - 500,16,1.3953113555908203,1.3953113555908203,11.466974690552188,88
llama3.1-8b,3500,490 - 500,16,1.359405279159546,1.359405279159546,11.769852777011446,89
llama3.1-8b,3500,490 - 500,16,1.4079833030700684,1.4079833030700684,11.363771122223143,89
llama3.1-8b,3500,490 - 500,16,1.3588316440582275,1.3588316440582275,11.77482145780407,89
llama3.1-8b,3500,490 - 500,16,1.4840118885040283,1.4840118885040283,10.78158478644598,88
llama3.1-8b,3500,490 - 500,16,1.3829383850097656,1.3829383850097656,11.569568227645236,88
llama3.1-8b,3500,490 - 500,16,1.4017655849456787,1.4017655849456787,11.414176643964357,88
llama3.1-8b,3500,490 - 500,16,1.3422367572784424,1.3422367572784424,11.920400714134857,88
llama3.1-8b,3500,490 - 500,16,1.3507611751556396,1.3507611751556396,11.84517314702684,88
llama3.1-8b,3500,490 - 500,16,1.424297571182251,1.424297571182251,11.233607585751239,89
llama3.1-8b,3500,490 - 500,16,1.5111520290374756,1.5111520290374756,10.587948593227352,89
llama3.1-8b,3500,490 - 500,16,1.4002056121826172,1.4002056121826172,11.4268932082478,89
llama3.1-8b,3500,490 - 500,16,1.387289047241211,1.387289047241211,11.533285029401696,89
llama3.1-8b,3500,490 - 500,16,1.553426742553711,1.553426742553711,10.299809808666781,89
llama3.1-8b,3500,490 - 500,16,1.3348681926727295,1.3348681926727295,11.986202149265482,89
llama3.1-8b,3500,490 - 500,16,1.4107530117034912,1.4107530117034912,11.341460813668526,89
llama3.1-8b,3500,490 - 500,16,1.3874967098236084,1.3874967098236084,11.531558876297494,88
llama3.1-8b,3500,490 - 500,16,1.3729324340820312,1.3729324340820312,11.653887403933249,89
llama3.1-8b,3500,490 - 500,16,1.366623878479004,1.366623878479004,11.70768362236385,88
llama3.1-8b,3500,490 - 500,16,1.3845348358154297,1.3845348358154297,11.55622782909374,88
llama3.1-8b,3500,490 - 500,16,1.4084515571594238,1.4084515571594238,11.359993120579118,88
llama3.1-8b,3500,490 - 500,16,1.3938648700714111,1.3938648700714111,11.478874562051542,89
llama3.1-8b,3500,490 - 500,16,1.471665382385254,1.471665382385254,10.872036667783428,88
llama3.1-8b,3500,490 - 500,16,1.4344441890716553,1.4344441890716553,11.154146060123045,88
llama3.1-8b,3500,490 - 500,16,1.362985372543335,1.362985372543335,11.738937425384067,88
llama3.1-8b,3500,490 - 500,16,1.6417930126190186,1.6417930126190186,9.745442864613308,89
llama3.1-8b,3500,490 - 500,16,1.3552181720733643,1.3552181720733643,11.806217131461137,89
llama3.1-8b,3500,490 - 500,16,1.353348731994629,1.353348731994629,11.822525578029285,88
llama3.1-8b,3500,490 - 500,16,1.3491790294647217,1.3491790294647217,11.859063660623232,88
llama3.1-8b,3500,490 - 500,16,1.3413937091827393,1.3413937091827393,11.927892527353658,88
llama3.1-8b,3500,490 - 500,16,1.3986258506774902,1.3986258506774902,11.43979999529513,88
llama3.1-8b,3500,490 - 500,16,1.3491768836975098,1.3491768836975098,11.859082521597113,88
llama3.1-8b,3500,490 - 500,16,1.3424437046051025,1.3424437046051025,11.91856309885755,88
llama3.1-8b,3500,490 - 500,16,1.4225623607635498,1.4225623607635498,11.247310094309059,88
llama3.1-8b,3500,490 - 500,16,1.3506526947021484,1.3506526947021484,11.84612451650895,89
llama3.1-8b,3500,490 - 500,16,1.3987517356872559,1.3987517356872559,11.43877043493972,88
llama3.1-8b,3500,490 - 500,16,1.3617074489593506,1.3617074489593506,11.749954083182539,88
llama3.1-8b,3500,490 - 500,16,1.3410389423370361,1.3410389423370361,11.931048006791443,88
llama3.1-8b,3500,490 - 500,16,1.3436744213104248,1.3436744213104248,11.907646485073315,88
llama3.1-8b,3500,490 - 500,16,1.3682286739349365,1.3682286739349365,11.693951679864334,88
llama3.1-8b,3500,490 - 500,16,1.428555965423584,1.428555965423584,11.200121232391346,88
llama3.1-8b,3500,490 - 500,16,1.3676857948303223,1.3676857948303223,11.698593390731963,88
llama3.1-8b,3500,490 - 500,16,1.3408069610595703,1.3408069610595703,11.933112270953627,89
llama3.1-8b,3500,490 - 500,16,1.3657200336456299,1.3657200336456299,11.715431864384293,88
llama3.1-8b,3500,490 - 500,16,1.5394067764282227,1.5394067764282227,10.393614114862919,89
llama3.1-8b,3500,490 - 500,16,1.3295807838439941,1.3295807838439941,12.033868264658489,89
llama3.1-8b,3500,490 - 500,16,1.345618724822998,1.345618724822998,11.890440958381157,89
llama3.1-8b,3500,490 - 500,16,1.4388902187347412,1.4388902187347412,11.119680842690885,88
llama3.1-8b,3500,490 - 500,16,1.4179208278656006,1.4179208278656006,11.284127918541712,88
llama3.1-8b,3500,490 - 500,16,1.4465699195861816,1.4465699195861816,11.060647524439814,88
llama3.1-8b,3500,490 - 500,16,1.4474561214447021,1.4474561214447021,11.053875667077522,88
llama3.1-8b,3500,490 - 500,16,1.4185700416564941,1.4185700416564941,11.278963695945857,88
llama3.1-8b,3500,490 - 500,16,1.3509385585784912,1.3509385585784912,11.843617830285195,88
llama3.1-8b,3500,490 - 500,16,1.510589838027954,1.510589838027954,10.591889073534144,88
llama3.1-8b,3500,490 - 500,16,1.408170223236084,1.408170223236084,11.362262698064132,88
llama3.1-8b,3500,490 - 500,16,1.2564399242401123,1.2564399242401123,6.3671965890755615,91
llama3.1-8b,3500,490 - 500,20,1.5208897590637207,1.5208897590637207,13.150197034867443,87
llama3.1-8b,3500,490 - 500,20,1.532938003540039,1.532938003540039,13.046842046980158,87
llama3.1-8b,3500,490 - 500,20,1.452197790145874,1.452197790145874,13.772228642484706,87
llama3.1-8b,3500,490 - 500,20,1.4449546337127686,1.4449546337127686,13.84126500124823,88
llama3.1-8b,3500,490 - 500,20,1.3857300281524658,1.3857300281524658,14.432825726281719,87
llama3.1-8b,3500,490 - 500,20,1.5092713832855225,1.5092713832855225,13.251427292328394,87
llama3.1-8b,3500,490 - 500,20,1.422605037689209,1.422605037689209,14.05871585586872,87
llama3.1-8b,3500,490 - 500,20,1.5062592029571533,1.5062592029571533,13.277927172650719,86
llama3.1-8b,3500,490 - 500,20,1.4262220859527588,1.4262220859527588,14.02306148319068,87
llama3.1-8b,3500,490 - 500,20,1.5865840911865234,1.5865840911865234,12.605698059812918,87
llama3.1-8b,3500,490 - 500,20,1.4938769340515137,1.4938769340515137,13.38798367129105,87
llama3.1-8b,3500,490 - 500,20,1.3944289684295654,1.3944289684295654,14.34278866317903,87
llama3.1-8b,3500,490 - 500,20,1.465487003326416,1.465487003326416,13.64734040943609,87
llama3.1-8b,3500,490 - 500,20,1.5768625736236572,1.5768625736236572,12.683413465790908,88
llama3.1-8b,3500,490 - 500,20,1.5454528331756592,1.5454528331756592,12.941190808717979,87
llama3.1-8b,3500,490 - 500,20,1.45808744430542,1.45808744430542,13.716598464728756,88
llama3.1-8b,3500,490 - 500,20,1.6354596614837646,1.6354596614837646,12.228977865375827,87
llama3.1-8b,3500,490 - 500,20,1.473625898361206,1.473625898361206,13.571965600117137,87
llama3.1-8b,3500,490 - 500,20,1.4109077453613281,1.4109077453613281,14.175271250550882,88
llama3.1-8b,3500,490 - 500,20,1.5068013668060303,1.5068013668060303,13.273149627142985,88
llama3.1-8b,3500,490 - 500,20,1.457587480545044,1.457587480545044,13.721303363912872,87
llama3.1-8b,3500,490 - 500,20,1.550412893295288,1.550412893295288,12.899789524770707,88
llama3.1-8b,3500,490 - 500,20,1.463519811630249,1.463519811630249,13.665684496420674,87
llama3.1-8b,3500,490 - 500,20,1.5611600875854492,1.5611600875854492,12.810985983463603,87
llama3.1-8b,3500,490 - 500,20,1.5118210315704346,1.5118210315704346,13.229079092268346,88
llama3.1-8b,3500,490 - 500,20,1.5398738384246826,1.5398738384246826,12.988077010555841,88
llama3.1-8b,3500,490 - 500,20,1.6289207935333252,1.6289207935333252,12.278067834481746,88
llama3.1-8b,3500,490 - 500,20,1.4224646091461182,1.4224646091461182,14.06010376033585,88
llama3.1-8b,3500,490 - 500,20,1.416334629058838,1.416334629058838,14.12095672142826,88
llama3.1-8b,3500,490 - 500,20,1.4093103408813477,1.4093103408813477,14.191338429754582,87
llama3.1-8b,3500,490 - 500,20,1.4997761249542236,1.4997761249542236,13.33532363079219,87
llama3.1-8b,3500,490 - 500,20,1.3994276523590088,1.3994276523590088,14.291556956364333,87
llama3.1-8b,3500,490 - 500,20,1.530665636062622,1.530665636062622,13.066210888124862,87
llama3.1-8b,3500,490 - 500,20,1.3998818397521973,1.3998818397521973,14.2869201042999,87
llama3.1-8b,3500,490 - 500,20,1.5112977027893066,1.5112977027893066,13.23366002812501,87
llama3.1-8b,3500,490 - 500,20,1.3995661735534668,1.3995661735534668,14.290142458373692,87
llama3.1-8b,3500,490 - 500,20,1.6043505668640137,1.6043505668640137,12.466103364860917,87
llama3.1-8b,3500,490 - 500,20,1.4866712093353271,1.4866712093353271,13.452873691514991,88
llama3.1-8b,3500,490 - 500,20,1.478053331375122,1.478053331375122,13.531311472633261,87
llama3.1-8b,3500,490 - 500,20,1.3904438018798828,1.3904438018798828,14.383896690366026,88
llama3.1-8b,3500,490 - 500,20,1.4562602043151855,1.4562602043151855,13.733809343094087,88
llama3.1-8b,3500,490 - 500,20,1.4119646549224854,1.4119646549224854,14.164660517722357,88
llama3.1-8b,3500,490 - 500,20,1.3939087390899658,1.3939087390899658,14.348141624434682,88
llama3.1-8b,3500,490 - 500,20,1.537229061126709,1.537229061126709,13.01042278327801,87
llama3.1-8b,3500,490 - 500,20,1.5238089561462402,1.5238089561462402,13.125004889445337,88
llama3.1-8b,3500,490 - 500,20,1.555570125579834,1.555570125579834,12.857022432559935,87
llama3.1-8b,3500,490 - 500,20,1.4870250225067139,1.4870250225067139,13.44967280125893,88
llama3.1-8b,3500,490 - 500,20,1.495232343673706,1.495232343673706,13.375847629714235,88
llama3.1-8b,3500,490 - 500,20,1.5851423740386963,1.5851423740386963,12.617163182032103,87
llama3.1-8b,3500,490 - 500,20,1.4887208938598633,1.4887208938598633,13.43435165213893,88
llama3.1-8b,3500,490 - 500,24,1.5573866367340088,1.5573866367340088,15.410431445803551,86
